Year,National Avg Fall Rate,NC Avg Fall Rate,pct diff
2023,0.1,0.061764705882352944,38.235294117647065
2024,0.2,0.09999999999999999,50.000000000000014
2025,0.2,0.1715686274509804,14.215686274509808
